cve,securitypatchlevel,reference,type,severity,aospversion,securitycomponent,component,other
CVE-2019-2012,2019-03-01,[A-120497437](https://android.googlesource.com/platform/system/nfc/+/93610849229c5efed04d92ca71656561f72f0d79),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2013,2019-03-01,[A-120497583](https://android.googlesource.com/platform/system/nfc/+/93610849229c5efed04d92ca71656561f72f0d79),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2014,2019-03-01,[A-120499324](https://android.googlesource.com/platform/system/nfc/+/0fa50697bd0d12c309ce45067b2ac54002f558f2),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2015,2019-03-01,[A-120503926](https://android.googlesource.com/platform/system/nfc/+/23137c5e05cf6d87355af024e6494cf97a610beb),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2016,2019-03-01,[A-120664978](https://android.googlesource.com/platform/system/nfc/+/785665677f471b1a6b404ed357b90318e7ec2c3f),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2017,2019-03-01,[A-121035711](https://android.googlesource.com/platform/system/nfc/+/d290c6d91461cec729add5bae585e5739aa9adf1),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2018,2019-03-01,[A-110172241](https://android.googlesource.com/platform/frameworks/base/+/c0b85f9e76f07e1feae83ff08e2a0bea85a64a29) [2](https://android.googlesource.com/platform/frameworks/base/+/1607141d0d6b6b5265c8375cb1af808f2d0a71ab),EoP,High,"8.1, 9",system,N/A,
CVE-2018-9561,2019-03-01,[A-111660010](https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a) [2](https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9563,2019-03-01,[A-114237888](https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a) [2](https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9564,2019-03-01,[A-114238578](https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a) [2](https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2019,2019-03-01,[A-115635871](https://android.googlesource.com/platform/system/nfc/+/fcc33ffcbc7552399c6290b5554e2ad7bdce40c6),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2020,2019-03-01,[A-116788646](https://android.googlesource.com/platform/system/nfc/+/007bc12c4bec59e2ec31d03248e386dd6937ffd1),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2021,2019-03-01,[A-120428041](https://android.googlesource.com/platform/system/nfc/+/3ba77cf43842eea409c891e815f14261aafde289),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2022,2019-03-01,[A-120506143](https://android.googlesource.com/platform/system/nfc/+/93610849229c5efed04d92ca71656561f72f0d79),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-2023,2019-03-05,[A-121035042](https://android.googlesource.com/platform/system/tools/hidl/+/9393ade3a1dadbbff1293d8dca420a6d155695ec) [2](https://android.googlesource.com/platform/system/hwservicemanager/+/2aefd64c7371cb52ea654ada5d511cc7c36f42f6) [3](https://android.googlesource.com/platform/system/libhidl/+/399533d650eff8c1fe9502c1f414f192838234c1) [4](https://android.googlesource.com/platform/system/libhwbinder/+/7375a87cd10b2eda4716d503f9100fb8dea6ad99) [5](https://android.googlesource.com/platform/prebuilts/abi-dumps/vndk/+/1419097518c2f553126fbed59bd5a2304ed9ab98) [6](https://android.googlesource.com/platform/prebuilts/abi-dumps/ndk/+/f9f58993e39998a997f88239cdbf91cdb3a0ad7b) [7](https://lore.kernel.org/patchwork/patch/1031934/),EoP,High,"8.0, 8.1, 9",system,N/A,
CVE-2018-10883,2019-03-05,A-117311198 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=8bc1379b82b8e809eef77a9fedbb75c6c297be19) [2](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=e09463f220ca9a1a1ecfda84fcda658f99a1f12a),EoP,High,N/A,kernel-components,ext4 filesystem,
CVE-2019-2024,2019-03-05,A-111761954 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=910b0797fa9e8af09c44a3fa36cb310ba7a7218d),EoP,High,N/A,kernel-components,em28xx driver,
CVE-2019-2025,2019-03-05,A-116855682 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7bada55ab50697861eee6bb7d60b41e68a961a9c),EoP,High,N/A,kernel-components,Binder driver,
CVE-2017-8252,2019-03-05,A-112277630 [QC-CR#2106159](https://source.codeaurora.org/quic/le/kernel/lk/commit/?id=15a6e22fea187c888ac8a9c3336e33f7bc1f163f),N/A,Critical,N/A,qualcomm-components,EcoSystem,
CVE-2017-8252,2019-03-05,A-114041175 [QC-CR#2128529](https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=8898d3deff7141524b4decf16a2c56b83625d289),N/A,Critical,N/A,qualcomm-components,EcoSystem,
CVE-2018-11817,2019-03-05,A-114041192 [QC-CR#2241830](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=d996b26efee64c7e499daf4f8b4ac217823327a5),N/A,Critical,N/A,qualcomm-components,DSP_Services,
CVE-2018-11817,2019-03-05,A-114041747 [QC-CR#2166542](https://source.codeaurora.org/quic/la/device/qcom/common/commit/?id=a183f890dc4c9276933f4db490c32efcdae87561),N/A,Critical,N/A,qualcomm-components,DSP_Services,
CVE-2018-13899,2019-03-05,A-119053086 [QC-CR#2295915](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=3e92e40969e709f97de819d196ec0c91678969ac) [2](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit?id=f2489454258456e27f74b6f18c3ee0b15c9cac0e),N/A,High,N/A,qualcomm-components,Video,
CVE-2018-13917,2019-03-05,A-120487091 [QC-CR#2251019](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=29e224b5eb8981010bf18d5b18185ab37a0aeb0e),N/A,High,N/A,qualcomm-components,WIN NSS Host,
CVE-2017-8252,2019-03-05,A-79419898 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2017-8252,2019-03-05,A-79420414 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2017-8252,2019-03-05,A-112279542 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2018-11958,2019-03-05,A-114042786 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2018-11966,2019-03-05,A-114042484 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2018-11970,2019-03-05,A-114042111 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2018-11971,2019-03-05,A-114042829 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2018-13918,2019-03-05,A-120486115 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source Component,
CVE-2019-1986,2019-02-01,[A-117838472](https://android.googlesource.com/platform/external/skia/+/15c377e6230b060d54c43247a0a261ff7c73553b) [2](https://android.googlesource.com/platform/external/skia/+/8157d73fb620bc463eb26e974fe92d3259e7545a),RCE,Critical,9,framework,N/A,
CVE-2019-1987,2019-02-01,[A-118143775](https://android.googlesource.com/platform/external/skia/+/15c377e6230b060d54c43247a0a261ff7c73553b) [2](https://android.googlesource.com/platform/external/skia/+/654579dbab7cf3a566636bcc7d6617d5ac938f38),RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",framework,N/A,
CVE-2019-1988,2019-02-01,[A-118372692](https://android.googlesource.com/platform/external/skia/+/0056606ac49688dcf3c08a51ca98fd94d9bf1897),RCE,Critical,"8.0, 8.1, 9",framework,N/A,
CVE-2017-17760,2019-02-01,A-78029030 [*](#asterisk),RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",library,N/A,
CVE-2018-5268,2019-02-01,A-78029634 [*](#asterisk),RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",library,N/A,
CVE-2018-5269,2019-02-01,A-78029727 [*](#asterisk),RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",library,N/A,
CVE-2017-18009,2019-02-01,A-78026242 [*](#asterisk),ID,Moderate,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",library,N/A,
CVE-2019-1991,2019-02-01,[A-110166268](https://android.googlesource.com/platform/system/bt/+/2d21e75aa8c1e0c4adf178a1330f9f5c573ca045),RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-1992,2019-02-01,[A-116222069](https://android.googlesource.com/platform/system/bt/+/c365ae6444b86c3ddd19197fd2c787581ebb31df),RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-1993,2019-02-01,[A-119819889](https://android.googlesource.com/platform/frameworks/base/+/b5dee1bafd5648fd9210b4cba5e23b0665f9add5),EoP,High,"8.0, 8.1, 9",system,N/A,
CVE-2019-1994,2019-02-01,[A-117770924](https://android.googlesource.com/platform/packages/apps/Settings/+/bd363f4925206b6256bb60d70b998f0d54efe7cc),EoP,High,"8.0, 8.1, 9",system,N/A,
CVE-2019-1995,2019-02-01,[A-32589229](https://android.googlesource.com/platform/packages/apps/Email/+/b541ef378df154f30cd1d18408354eff6004b9ef) [2](https://android.googlesource.com/platform/packages/apps/UnifiedEmail/+/5a0b253c8797bf1c0b8dca73128e60cd1f823a6d),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-1996,2019-02-01,[A-111451066](https://android.googlesource.com/platform/system/bt/+/525bdbd6e1295ed8a081d2ae87105c64d6f1ac4f),ID,High,"8.0, 8.1, 9",system,N/A,
CVE-2019-1997,2019-02-01,[A-117508900](https://android.googlesource.com/platform/external/wpa_supplicant_8/+/d87989c5020e346322f2f9037e2ef58f41e4969a),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2019-1998,2019-02-01,[A-116055338](https://android.googlesource.com/platform/external/nos/host/android/+/877a6e05bb08353a4f806ad4d3c9cf6f1c3fb097) [2](https://android.googlesource.com/platform/system/security/+/f8feed620bd607427ded702cce91bb0eb749bc6a),DoS,High,9,system,N/A,
CVE-2018-10879,2019-02-05,A-116406063 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=513f86d73855ce556ea9522b6bfd79f87356dc3a),EoP,High,N/A,kernel-components,ext4 filesystem,
CVE-2019-1999,2019-02-05,A-120025196 [*](#asterisk),EoP,High,N/A,kernel-components,Binder driver,
CVE-2019-2000,2019-02-05,A-120025789 [*](#asterisk),EoP,High,N/A,kernel-components,Binder driver,
CVE-2019-2001,2019-02-05,A-117422211 [*](#asterisk),ID,High,N/A,kernel-components,iomem,
CVE-2018-6271,2019-02-05,A-80198474 [*](#asterisk),RCE,Critical,N/A,nvidia-components,libnvomx,
CVE-2018-6267,2019-02-05,A-70857947 [*](#asterisk),EoP,High,N/A,nvidia-components,libnvomx,
CVE-2018-6268,2019-02-05,A-80433161 [*](#asterisk),EoP,High,N/A,nvidia-components,libnvomx,
CVE-2016-6684,2019-02-05,A-117423758 [*](#asterisk),ID,High,N/A,nvidia-components,kernel log,
CVE-2018-11262,2019-02-05,A-76424945 [QC-CR#2221192](https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=29ab5eb75bc9ed01466ab1a98e932e59fe27ad42),N/A,Critical,N/A,qualcomm-components,bootloader,
CVE-2018-11280,2019-02-05,A-109741776 [QC-CR#2185061](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=bd3627dae5f1a34e0284cfe167f61273ecc2f386),N/A,High,N/A,qualcomm-components,Modem,
CVE-2018-11275,2019-02-05,A-74409078 [QC-CR#2221256](https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=648fdd3ddcc01161abbf7a21fcd11eda13cc5226) [2](https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=bf0261ab128f28763258c620bc95ca379a286b59),N/A,High,N/A,qualcomm-components,Bootloader,
CVE-2018-13900,2019-02-05,A-119052051 [QC-CR#2287499](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=c8ca0610474488ddff578a8338818fe69e7d4a14),N/A,High,N/A,qualcomm-components,Modem,
CVE-2018-13905,2019-02-05,A-119052050 [QC-CR#2225202](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=d87585164cef055f8b220f77c58cf7159e176e29),N/A,High,N/A,qualcomm-components,Graphics,
CVE-2018-11289,2019-02-05,A-109678453 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11820,2019-02-05,A-111089815 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11938,2019-02-05,A-112279482 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11945,2019-02-05,A-112278875 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11268,2019-02-05,A-109678259 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11845,2019-02-05,A-111088838 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11864,2019-02-05,A-111092944 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11921,2019-02-05,A-112278972 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11931,2019-02-05,A-112279521 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11932,2019-02-05,A-112279426 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11935,2019-02-05,A-112279483 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11948,2019-02-05,A-112279144 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-5839,2019-02-05,A-112279544 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-13904,2019-02-05,A-119050566 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-9582,2019-01-01,[A-112031362](https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/ab39f6cb7afc48584da3c59d8e2a5e1ef121aafb),EoP,High,"8.0, 8.1, 9",framework,N/A,
CVE-2018-9583,2019-01-01,[A-112860487](https://android.googlesource.com/platform/system/bt/+/94d718eb61cbb1e6fd08288039d7e62913735c6c),RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9584,2019-01-01,[A-114047681](https://android.googlesource.com/platform/system/nfc/+/5f0f0cc6a10f710dea7e1ddd4ba19acb877a7081),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9585,2019-01-01,[A-117554809](https://android.googlesource.com/platform/system/nfc/+/71764b791f262491e3f628c14ce3949863dd6058),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9586,2019-01-01,[A-116754444](https://android.googlesource.com/platform/packages/apps/ManagedProvisioning/+/fe4c71a7a3a8a2184b3096203aa9240e01af621e),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9587,2019-01-01,[A-113597344](https://android.googlesource.com/platform/packages/apps/Contacts/+/66abad90093df5231f24654a64cf90d9b70ab228),EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9588,2019-01-01,[A-111450156](https://android.googlesource.com/platform/system/bt/+/bf9ff0c5215861ab673e211cd06e009f3157aab2),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9589,2019-01-01,[A-111893132](https://android.googlesource.com/platform/external/wpa_supplicant_8/+/38af82c5ca615f56febcebde714c7cba653fd5ec),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9590,2019-01-01,[A-115900043](https://android.googlesource.com/platform/system/bt/+/297598898683b81e921474e6e74c0ddaedbb8bb5),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9591,2019-01-01,[A-116108738](https://android.googlesource.com/platform/system/bt/+/e1685cfa533db4155a447c405d7065cc17af2ae9),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9592,2019-01-01,[A-116319076](https://android.googlesource.com/platform/system/bt/+/8679463ade0ee029ef826ed4fb7a847e2a981375),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9593,2019-01-01,[A-116722267](https://android.googlesource.com/platform/system/nfc/+/8bc53213110fed8360d3e212dd61fbc0218e0b1e),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-9594,2019-01-01,[A-116791157](https://android.googlesource.com/platform/system/nfc/+/494cd888eb2c5cfda05584dd598815c9268ff3c2),ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",system,N/A,
CVE-2018-10876,2019-01-05,A-116406122 [Upstream kernel](http://patchwork.ozlabs.org/patch/929239/),EoP,High,N/A,kernel-components,ext4 filesystem,
CVE-2018-10880,2019-01-05,A-116406509 [Upstream kernel](http://patchwork.ozlabs.org/patch/930639/),EoP,High,N/A,kernel-components,ext4 filesystem,
CVE-2018-10882,2019-01-05,A-116406626 [Upstream kernel](https://bugzilla.kernel.org/show_bug.cgi?id=200069),EoP,High,N/A,kernel-components,ext4 filesystem,
CVE-2018-13405,2019-01-05,A-113452403 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7),EoP,High,N/A,kernel-components,Filesystem,
CVE-2018-18281,2019-01-05,A-118836219 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=eb66ae030829605d61fbef1909ce310e29f78821),EoP,High,N/A,kernel-components,TLB,
CVE-2018-17182,2019-01-05,A-117280327 [Upstream kernel](https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7a9cdebdcc17e426fb5287e4a82db1dfe86339b2),EoP,High,N/A,kernel-components,Memory Manager,
CVE-2018-10877,2019-01-05,A-116406625 [Upstream kernel](https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10877),ID,High,N/A,kernel-components,ext4 filesystem,
CVE-2018-6241,2019-01-05,A-62540032 [*](#asterisk),EoP,High,N/A,nvidia-components,Dragon BSP,
CVE-2018-11962,2019-01-05,A-117118292 [QC-CR#2267916](https://source.codeaurora.org/quic/la/platform/frameworks/av/commit?id=217604d69ce4dcf7c6433a9eafdfceefe25e8fd3),N/A,High,N/A,qualcomm-components,Audio,
CVE-2018-12014,2019-01-05,A-117118062 [QC-CR#2278688](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=545e03e8420164506457367959ccf01bd055e1aa),N/A,High,N/A,qualcomm-components,Data HLOS - LNX,
CVE-2018-13889,2019-01-05,A-117118677 [QC-CR#2288358](https://source.codeaurora.org/quic/le/platform/hardware/qcom/gps/commit/?id=03885c6896a88d993dd49c64ada02bec52af08a1),N/A,High,N/A,qualcomm-components,GPS,
CVE-2018-11847,2019-01-05,A-111092812 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11888,2019-01-05,A-111093241 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-13888,2019-01-05,A-117119136 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-9290,2019-09-01,A-113039724,EoP,Moderate,10,android-runtime,N/A,
CVE-2019-9429,2019-09-01,A-110035108,EoP,Moderate,10,android-runtime,N/A,
CVE-2019-9262,2019-09-01,A-111792351,RCE,Moderate,10,framework,N/A,
CVE-2019-9256,2019-09-01,A-111921829,RCE,Moderate,10,framework,N/A,
CVE-2019-9280,2019-09-01,A-119322269,EoP,Moderate,10,framework,N/A,
CVE-2019-2216,2019-09-01,A-38390530,EoP,Moderate,10,framework,N/A,
CVE-2019-2089,2019-09-01,A-116608833,EoP,Moderate,10,framework,N/A,
CVE-2019-9288,2019-09-01,A-111363077,EoP,Moderate,10,framework,N/A,
CVE-2019-9384,2019-09-01,A-120568007,EoP,Moderate,10,framework,N/A,
CVE-2019-9269,2019-09-01,A-36899497,EoP,Moderate,10,framework,N/A,
CVE-2019-9378,2019-09-01,A-124539196,EoP,Moderate,10,framework,N/A,
CVE-2019-9380,2019-09-01,A-123700098,EoP,Moderate,10,framework,N/A,
CVE-2019-9407,2019-09-01,A-112434609,EoP,Moderate,10,framework,N/A,
CVE-2019-2088,2019-09-01,A-143895055,ID,Moderate,10,framework,N/A,
CVE-2019-2058,2019-09-01,A-136089102,ID,Moderate,10,framework,N/A,
CVE-2019-9351,2019-09-01,A-128599864,ID,Moderate,10,framework,N/A,
CVE-2019-9281,2019-09-01,A-32748076,ID,Moderate,10,framework,N/A,
CVE-2019-9377,2019-09-01,A-128599663,ID,Moderate,10,framework,N/A,
CVE-2019-9292,2019-09-01,A-115384617,ID,Moderate,10,framework,N/A,
CVE-2019-9424,2019-09-01,A-110941092,ID,Moderate,10,framework,N/A,
CVE-2019-9399,2019-09-01,A-115635664,ID,Moderate,10,framework,N/A,
CVE-2019-9421,2019-09-01,A-111215250,ID,Moderate,10,framework,N/A,
